date,code,sex,dob,race_ethnicity,adult_juv
5/12/17,30305(a) PC,M,5/10/88,W,adult
12/10/15,3056 PC,M,10/2/86,H,adult
3/3/16,3056 PC,F,12/2/82,W,adult
12/14/18,3056 PC,M,4/14/95,H,adult
5/28/17,31 VC,M,8/7/91,H,adult
12/29/16,32 PC,F,8/25/92,H,adult
11/17/17,14601.2(a) VC,M,8/7/77,H,adult
3/15/18,368(b)(1) PC,M,6/5/88,H,adult
8/3/17,Bench Warrant,M,3/24/48,W,adult
3/4/18,Bench Warrant,M,3/17/64,H,adult
2/6/18,Bench Warrant,M,1/7/63,W,adult
7/15/15,422 PC,M,10/2/86,H,adult
7/16/15,422 PC,M,9/15/47,H,adult
2/1/16,422 PC,M,1/23/92,H,adult
3/16/16,422 PC,M,6/7/94,W,adult
6/17/19,422 PC,M,1/1/75,H,adult
9/1/19,422 PC,M,7/6/80,H,adult
5/2/20,422 PC,M,7/6/80,H,adult
9/7/15,4573 PC,M,11/7/80,H,adult
9/23/16,4573 PC,M,9/18/91,H,adult
2/15/19,4573 PC,F,6/5/52,H,adult
12/28/19,4573 PC,M,6/13/88,H,adult
9/29/15,459 PC,M,8/30/90,B,adult
10/27/15,459 PC,M,8/25/96,H,adult
12/1/15,459 PC,M,4/9/80,H,adult
12/29/16,459 PC,M,2/6/93,H,adult
1/5/17,459 PC,F,12/21/91,W,adult
2/10/17,459 PC,F,11/10/93,W,adult
3/22/17,459 PC,M,6/16/86,W,adult
8/6/17,459 PC,M,6/7/99,H,adult
1/28/18,459 PC,M,10/11/57,W,adult
2/3/20,459 PC,M,1/21/91,W,adult
4/25/20,459 PC,M,10/8/98,H,adult
4/13/18,470(d) PC,F,10/26/79,H,adult
8/23/17,476 PC,F,12/17/77,W,adult
12/20/17,476 PC,F,8/25/95,W,adult
3/22/17,476(a) PC,f,11/16/81,W,adult
7/1/15,487(a) PC,F,1/27/81,W,adult
3/10/16,487(a) PC,F,11/16/81,W,adult
4/19/16,488 PC,M,9/18/91,H,adult
11/28/16,490.5(a) PC,M,6/17/86,W,adult
2/3/18,14601.1(a) VC,F,8/31/74,O,adult
7/19/16,496(a) PC,M,11/21/91,W,adult
9/4/16,496(a) PC,M,8/20/86,W,adult
10/7/16,496(a) PC,M,2/18/89,H,adult
3/7/18,496(a) PC,M,4/16/86,H,adult
11/3/18,496(a) PC,M,12/6/93,H,adult
10/7/16,496(a) PC,F,11/10/93,W,adult
3/7/18,496(a) PC,F,11/11/98,B,adult
1/26/18,496(d)(a) PC,M,5/2/80,W,adult
9/11/16,530.5(a) PC,M,4/29/85,W,adult
4/23/18,537(a)(1) PC,F,5/19/55,H,adult
10/27/15,594.2(a) PC,M,1/2/88,H,adult
9/5/18,594(b)(1) PC,M,6/3/89,W,adult
6/13/20,594(b)(1) PC,M,3/9/85,H,adult
12/12/16,602(1) PC,M,10/24/98,H,adult
6/9/18,602(k) PC,M,6/3/89,W,adult
8/8/15,602(L)(1) PC,M,3/17/64,H,adult
6/14/20,647(f) PC,M,11/30/98,W,adult
8/4/17,647(f) PC,M,1/20/58,W,adult
7/5/15,647(f) PC,M,1/6/91,H,adult
7/23/15,647(f) PC,M,1/20/58,W,adult
10/8/15,647(f) PC,M,6/4/68,H,adult
12/18/15,647(f) PC,M,3/24/95,W,adult
1/1/16,647(f) PC,M,4/18/97,W,adult
1/11/16,647(f) PC,M,4/2/83,H,adult
3/3/16,647(f) PC,F,9/19/96,W,adult
5/23/16,647(f) PC,M,4/25/66,W,adult
7/27/16,647(f) PC,M,7/19/80,H,adult
8/24/16,647(f) PC,M,1/20/58,W,adult
2/27/18,11377(a) H&S,M,12/19/79,O,adult
12/19/16,647(f) PC,M,1/20/58,W,adult
3/3/17,647(f) PC,M,1/20/58,W,adult
3/19/17,647(f) PC,M,1/20/58,W,adult
4/6/17,647(f) PC,M,1/20/58,W,adult
5/17/17,647(f) PC,F,1/2/69,W,adult
6/23/17,647(f) PC,M,1/20/58,W,adult
7/1/17,647(f) PC,M,12/29/86,H,adult
7/27/17,647(f) PC,M,1/20/58,W,adult
7/31/17,647(f) PC,M,1/20/58,W,adult
8/23/17,647(f) PC,M,1/20/58,W,adult
8/25/17,647(f) PC,M,8/6/90,W,adult
11/29/17,647(f) PC,M,6/3/89,W,adult
12/17/17,647(f) PC,M,2/13/90,W,adult
12/27/17,647(f) PC,F,2/10/70,W,adult
12/30/17,647(f) PC,M,10/6/69,H,adult
1/19/18,647(f) PC,M,1/2/58,W,adult
1/29/18,647(f) PC,M,6/3/89,W,adult
2/8/18,647(f) PC,F,12/19/79,W,adult
3/3/18,647(f) PC,M,10/31/91,H,adult
4/3/18,647(f) PC,F,3/30/80,W,adult
1/24/18,Bench Warrant,M,4/9/80,H,adult
4/7/18,647(f) PC,M,5/6/96,H,adult
5/30/18,647(f) PC,M,1/20/58,W,adult
6/16/18,647(f) PC,M,12/23/74,H,adult
3/14/19,647(f) PC,M,1/20/58,W,adult
4/7/19,647(f) PC,M,5/16/79,W,adult
5/31/19,647(f) PC,M,1/20/58,W,adult
6/8/19,647(f) PC,M,6/20/96,H,adult
7/14/19,647(f) PC,M,1/20/58,W,adult
8/16/19,647(f) PC,M,1/20/58,W,adult
9/14/19,647(f) PC,M,1/20/58,W,adult
2/1/20,647(f) PC,M,4/25/84,W,adult
2/2/20,647(f) PC,M,1/17/90,W,adult
2/2/20,647(f) PC,M,10/1/89,H,adult
3/22/20,647(f) PC,M,1/30/94,W,adult
4/21/20,647(f) PC,M,1/20/58,W,adult
6/15/20,647(f) PC,M,1/29/93,H,adult
8/15/17,647(f| PC,M,3/8/70,W,adult
2/2/20,647(f| PC,F,4/19/91,W,adult
8/29/15,647(h) PC,M,7/6/80,H,adult
6/18/18,647<f| PC,M,1/29/96,H,adult
8/13/19,647|f) PC,M,1/20/58,W,adult
1/12/19,647|f| PC,F,7/27/82,W,adult
4/19/19,664/187(a) PC,M,8/13/95,H,adult
10/29/17,664/451(a) PC,M,7/27/67,W,adult
9/4/15,69 PC,M,1/2/88,H,adult
3/6/18,12500(a) VC,M,11/11/71,H,adult
10/27/18,69 PC,F,2/15/96,H,adult
4/4/18,12500(a) VC,M,8/7/57,H,adult
12/28/19,69 PC,M,6/13/88,H,adult
5/26/20,69 PC,M,10/20/88,H,adult
5/3/16,777 W&l,M,10/19/95,H,adult
12/18/16,Bench Warrant,M,5/14/73,W,adult
7/3/15,Bench Warrant,M,5/16/93,H,adult
7/4/15,Bench Warrant,M,10/18/79,H,adult
7/21/15,Bench Warrant,F,8/25/92,H,adult
7/25/15,Bench Warrant,M,11/20/85,H,adult
7/30/15,Bench Warrant,M,6/17/86,W,adult
8/9/15,Bench Warrant,M,6/24/82,H,adult
8/17/15,Bench Warrant,M,1/31/77,H,adult
5/25/18,O/W-Warrant,F,11/8/64,H,adult
9/11/15,Bench Warrant,M,4/10/75,H,adult
10/2/15,Bench Warrant,M,10/20/88,H,adult
9/10/18,Bench Warrant,M,3/17/64,H,adult
11/15/15,Bench Warrant,M,10/18/79,H,adult
11/26/15,Bench Warrant,M,7/21/87,H,adult
1/9/16,Bench Warrant,M,5/4/83,H,adult
1/11/16,Bench Warrant,F,12/3/69,H,adult
1/19/16,Bench Warrant,f,1/2/69,W,adult
1/27/16,Bench Warrant,F,4/10/66,H,adult
1/27/16,Bench Warrant,M,5/29/63,W,adult
2/9/16,Bench Warrant,M,9/21/88,H,adult
3/29/16,Bench Warrant,M,7/15/90,W,adult
3/31/16,Bench Warrant,F,8/3/89,W,adult
4/21/16,Bench Warrant,M,1/2/88,H,adult
4/21/16,Bench Warrant,M,1/2/88,H,adult
4/27/16,Bench Warrant,M,11/21/91,W,adult
5/9/16,Bench Warrant,M,11/5/79,H,adult
5/10/16,Bench Warrant,F,1/2/69,W,adult
5/12/16,Bench Warrant,M,3/17/64,H,adult
5/24/16,Bench Warrant,M,3/24/48,W,adult
6/4/16,Bench Warrant,M,9/30/95,W,adult
6/5/16,Bench Warrant,M,5/16/93,H,adult
6/6/16,Bench Warrant,M,10/14/85,H,adult
6/6/16,Bench Warrant,M,3/24/48,W,adult
6/17/16,Bench Warrant,M,4/9/80,H,adult
6/21/16,Bench Warrant,M,5/29/63,W,adult
8/25/16,Bench Warrant,M,7/19/93,H,adult
9/13/16,Bench Warrant,M,3/17/64,H,adult
9/22/16,Bench Warrant,M,1/18/08,H,adult
9/30/16,Bench Warrant,F,1/2/69,W,adult
10/4/16,Bench Warrant,M,1/7/63,W,adult
11/7/16,Bench Warrant,M,4/2/96,H,adult
11/12/16,Bench Warrant,M,6/17/86,W,adult
11/28/16,Bench Warrant,M,7/25/89,H,adult
12/5/16,Bench Warrant,M,3/17/64,H,adult
12/18/16,Bench Warrant,M,5/6/50,W,adult
12/24/16,Bench Warrant,M,2/11/95,W,adult
1/4/17,Bench Warrant,M,10/14/85,H,adult
1/19/17,Bench Warrant,M,9/18/91,H,adult
1/26/17,Bench Warrant,F,8/25/92,H,adult
4/5/17,Bench Warrant,M,4/29/85,W,adult
4/10/17,Bench Warrant,M,7/11/95,W,adult
4/19/17,Bench Warrant,F,4/11/88,W,adult
5/11/17,Bench Warrant,M,4/20/86,H,adult
5/25/17,Bench Warrant,M,5/29/63,W,adult
6/1/17,Bench Warrant,M,1/20/58,W,adult
6/8/17,Bench Warrant,M,12/9/98,H,adult
8/4/17,Bench Warrant,M,2/11/95,W,adult
8/13/17,Bench Warrant,M,5/14/73,W,adult
9/11/17,Bench Warrant,M,1/7/63,W,adult
9/12/17,Bench Warrant,M,5/29/63,W,adult
10/2/17,Bench Warrant,F,6/20/86,W,adult
10/25/17,Bench Warrant,M,4/29/85,W,adult
10/26/17,Bench Warrant,M,9/18/93,H,adult
11/17/17,Bench Warrant,M,1/20/58,W,adult
12/13/17,Bench Warrant,M,2/11/95,W,adult
12/19/17,Bench Warrant,F,1/2/69,W,adult
11/27/18,11377(a) H&S,M,6/5/52,H,adult
2/23/18,Bench Warrant,F,10/30/96,W,adult
4/5/18,Bench Warrant,M,6/4/88,W,adult
4/7/18,Bench Warrant,M,2/11/95,W,adult
4/30/18,Bench Warrant,M,7/24/84,W,adult
5/2/18,Bench Warrant,M,1/7/63,W,adult
5/11/18,Bench Warrant,M,7/27/67,W,adult
5/17/18,Bench Warrant,M,8/30/90,B,adult
5/18/18,Bench Warrant,M,6/3/89,W,adult
6/15/18,Bench Warrant,M,5/29/63,W,adult
6/18/18,Bench Warrant,M,7/15/90,W,adult
7/5/18,Bench Warrant,F,10/30/96,W,adult
7/8/18,Bench Warrant,M,7/2/84,H,adult
7/9/18,Bench Warrant,M,2/3/76,W,adult
7/10/18,Bench Warrant,M,2/11/95,W,adult
8/9/18,Bench Warrant,M,1/7/63,W,adult
8/11/18,Bench Warrant,M,4/18/60,W,adult
4/7/19,69 PC,M,6/13/88,H,adult
9/17/18,Bench Warrant,M,5/29/63,W,adult
9/24/18,Bench Warrant,M,7/24/34,W,adult
10/3/18,Bench Warrant,M,9/25/96,W,adult
10/25/18,Bench Warrant,M,9/28/83,W,adult
10/31/18,Bench Warrant,F,8/25/95,W,adult
11/11/18,Bench Warrant,M,7/15/90,W,adult
11/16/18,Bench Warrant,M,4/20/96,H,adult
11/16/18,Bench Warrant,M,5/13/98,W,adult
12/3/18,Bench Warrant,M,1/20/58,W,adult
12/6/18,Bench Warrant,M,7/15/90,W,adult
12/10/18,Bench Warrant,M,2/3/76,W,adult
1/18/19,Bench Warrant,M,5/29/63,W,adult
1/25/19,Bench Warrant,M,3/17/64,H,adult
1/25/19,Bench Warrant,M,7/24/84,W,adult
2/26/19,Bench Warrant,M,2/11/95,W,adult
3/18/19,Bench Warrant,M,1/20/58,W,adult
4/3/19,Bench Warrant,M,2/11/95,W,adult
4/5/19,Bench Warrant,M,12/27/72,H,adult
5/7/19,Bench Warrant,F,11/26/77,W,adult
5/9/19,Bench Warrant,M,3/17/64,H,adult
5/10/19,Bench Warrant,M,5/29/63,W,adult
5/11/19,Bench Warrant,M,6/13/88,H,adult
5/12/19,Bench Warrant,M,3/24/48,W,adult
5/14/19,Bench Warrant,F,6/5/52,H,adult
8/9/19,12500(a) VC,M,12/14/98,H,adult
6/28/19,Bench Warrant,M,1/20/58,W,adult
7/11/19,Bench Warrant,M,2/16/88,W,adult
7/17/19,Bench Warrant,M,8/7/77,H,adult
7/25/19,Bench Warrant,M,3/17/64,H,adult
7/30/19,Bench Warrant,M,11/11/98,H,adult
8/23/19,Bench Warrant,M,5/29/63,W,adult
9/7/19,Bench Warrant,M,9/28/83,W,adult
12/5/19,Bench Warrant,M,1/20/58,W,adult
1/30/20,Bench Warrant,M,1/7/63,W,adult
2/27/20,Bench Warrant,M,10/11/57,W,adult
2/28/20,Bench Warrant,M,3/9/85,H,adult
1/16/20,Bpnch Warrant,M,8/30/90,B,adult
12/2/16,Bunch Warrant,M,8/8/60,W,adult
9/16/15,12500(a) VC,F,8/20/73,H,adult
3/19/20,647(f) PC,M,5/18/62,W,adult
7/12/16,Muni Code,M,8/8/60,W,adult
7/26/16,Muni Code,M,1/6/77,W,adult
8/15/19,O/W-Warrant,M,2/11/95,W,adult
4/30/16,O/W-Warrant,F,5/6/54,W,adult
7/7/17,O/W-Warrant,M,2/11/95,W,adult
11/5/18,O/W-Warrant,M,12/27/72,H,adult
4/7/18,647(f) PC,F,3/20/96,H,adult
8/15/16,O/W-Warrant,M,4/14/86,H,adult
10/18/16,O/W-Warrant,M,2/11/95,W,adult
11/12/16,O/W-Warrant,M,6/17/86,W,adult
2/24/17,O/W-Warrant,M,8/13/91,W,adult
4/13/17,O/W-Warrant,M,9/18/91,H,adult
6/3/17,O/W-Warrant,M,5/21/91,W,adult
6/20/17,O/W-Warrant,M,11/7/90,H,adult
10/14/17,O/W-Warrant,M,1/7/63,W,adult
10/23/17,O/W-Warrant,F,6/11/92,H,adult
1/1/18,O/W-Warrant,M,2/11/95,W,adult
1/4/18,O/W-Warrant,M,1/7/63,W,adult
4/12/18,O/W-Warrant,M,4/16/86,H,adult
5/11/18,O/W-Warrant,M,2/11/95,W,adult
6/26/19,Bench Warrant,F,12/19/79,O,adult
10/25/18,O/W-Warrant,F,7/6/60,W,adult
5/8/19,O/W-Warrant,M,2/2/79,H,adult
3/23/17,O/W-Warrant,M,1/10/82,W,adult
3/1/18,O/W-Warrant,M,1/7/63,W,adult
9/7/17,O/W-Warrant,M,1/7/63,W,adult
1/2/16,O/W-Warrant,F,9/21/74,H,adult
1/12/16,O/W-Warrant,M,10/14/85,H,adult
2/24/16,O/W-Warrant,M,12/13/71,W,adult
3/15/16,O/W-Warrant,M,8/3/90,W,adult
4/7/16,O/W-Warrant,M,1/7/63,W,adult
6/4/16,O/W-Warrant,M,9/18/91,H,adult
6/24/16,O/W-Warrant,F,10/8/83,W,adult
7/5/16,O/W-Warrant,F,8/19/56,W,adult
8/31/16,O/W-Warrant,M,2/11/95,W,adult
9/3/16,O/W-Warrant,M,1/22/83,W,adult
10/2/16,O/W-Warrant,M,2/18/89,H,adult
10/4/16,O/W-Warrant,F,4/6/74,W,adult
10/18/16,O/W-Warrant,M,3/12/59,H,adult
11/19/16,O/W-Warrant,F,3/14/79,W,adult
12/4/16,O/W-Warrant,M,12/27/72,H,adult
1/4/17,O/W-Warrant,F,11/10/93,W,adult
2/9/17,O/W-Warrant,M,2/18/89,H,adult
2/27/17,O/W-Warrant,M,2/11/95,W,adult
3/8/17,O/W-Warrant,M,3/11/81,W,adult
3/22/17,O/W-Warrant,M,1/7/63,W,adult
4/5/17,O/W-Warrant,F,7/10/75,W,adult
4/20/17,O/W-Warrant,F,5/17/70,W,adult
5/19/17,O/W-Warrant,M,2/11/95,W,adult
5/24/17,O/W-Warrant,F,4/6/74,W,adult
5/28/17,O/W-Warrant,M,4/11/88,W,adult
5/31/17,O/W-Warrant,F,6/28/83,H,adult
6/1/17,O/W-Warrant,M,7/24/72,B,adult
4/24/18,O/W-Warrant,F,2/19/86,A,adult
7/31/17,O/W-Warrant,M,12/17/86,W,adult
8/28/17,O/W-Warrant,M,7/31/63,W,adult
10/7/17,O/W-Warrant,F,7/7/85,H,adult
10/26/17,O/W-Warrant,M,1/29/81,W,adult
11/5/17,O/W-Warrant,M,2/11/95,W,adult
11/15/17,O/W-Warrant,M,9/26/85,H,adult
3/26/20,12500(a) VC,F,7/7/98,A,adult
12/15/17,O/W-Warrant,F,7/4/96,W,adult
1/20/18,O/W-Warrant,M,1/29/81,W,adult
1/31/18,O/W-Warrant,M,8/8/81,H,adult
2/1/18,O/W-Warrant,M,11/9/69,H,adult
2/8/18,O/W-Warrant,M,6/8/74,H,adult
2/11/18,O/W-Warrant,F,11/23/94,H,adult
2/27/18,O/W-Warrant,F,10/5/78,H,adult
3/10/18,O/W-Warrant,M,10/11/57,W,adult
3/10/18,O/W-Warrant,M,1/29/81,W,adult
3/11/18,O/W-Warrant,M,5/16/96,H,adult
3/19/18,O/W-Warrant,M,2/11/95,W,adult
3/29/20,243(e)(1) PC,M,3/21/77,I,adult
5/10/18,O/W-Warrant,M,7/31/63,W,adult
5/17/18,O/W-Warrant,M,11/3/94,H,adult
6/23/18,O/W-Warrant,M,6/4/88,W,adult
7/3/18,O/W-Warrant,M,4/16/86,H,adult
7/6/18,O/W-Warrant,M,1/7/63,W,adult
7/29/18,O/W-Warrant,F,8/2/86,H,adult
7/30/18,O/W-Warrant,M,12/16/78,W,adult
8/29/18,O/W-Warrant,M,1/7/63,W,adult
8/30/18,O/W-Warrant,M,2/11/95,W,adult
10/4/18,O/W-Warrant,M,2/26/90,W,adult
10/24/18,O/W-Warrant,M,8/27/89,W,adult
11/8/18,O/W-Warrant,M,6/3/89,W,adult
11/11/18,O/W-Warrant,F,2/26/88,H,adult
1/7/19,O/W-Warrant,M,6/2/74,H,adult
1/19/19,O/W-Warrant,M,4/29/85,W,adult
2/8/19,O/W-Warrant,M,2/11/95,W,adult
2/15/19,O/W-Warrant,F,6/5/52,H,adult
3/13/19,O/W-Warrant,M,11/26/69,H,adult
5/9/19,O/W-Warrant,M,11/21/91,W,adult
6/16/19,O/W-Warrant,M,8/14/68,B,adult
8/24/19,O/W-Warrant,M,4/27/89,W,adult
8/26/19,O/W-Warrant,M,9/20/80,W,adult
9/1/19,O/W-Warrant,M,12/31/93,W,adult
1/4/20,O/W-Warrant,F,2/8/90,H,adult
1/28/20,O/W-Warrant,M,1/7/63,W,adult
2/11/20,O/W-Warrant,F,6/5/52,H,adult
2/18/20,O/W-Warrant,F,8/19/56,W,adult
3/25/20,O/W-Warrant,M,1/6/77,W,adult
4/2/20,O/W-Warrant,M,1/7/63,W,adult
4/2/20,O/W-Warrant,M,3/30/81,H,adult
2/15/16,,F,4/2/99,W,adult